Pay Period,Facility,Cost Center,Department,Statistic,Target Hours per Statistic,Productive Hours,Actual Statistic,Hours Earned,Hours per UOS, Actual Productive FTEs , Flex Productive FTEs , Flex /Actual Percentage , Actual v Flex Productive FTE Variance , Actual Non-Productive FTEs , Budget Non-Productive FTEs , Actual v Bud Non-Productive FTE Variance , Actual Total FTEs , Premium Pay Percentage , Total Salaries , Budget Cost per UoS , Actual Cost per UoS 
2,11000,2009,Surgicenter,Surgicenter Hours,8.89,"2,326",224,"1,994", 10.37 ,29.08,24.92,86%,-4.16,3.98,2.94,-1.04,33.06,3.05%,"$2,545,848","$9,471","$11,347"
2,11000,2011,E/R Registration,ER Visits,0.48,"1,311","2,104","1,002", 0.62 ,16.39,12.52,76%,-3.87,1.49,1.31,-0.18,17.88,1.97%,"$1,365,476",$487,$649
2,11000,2012,Emergency Room,ER Visits,3.18,"7,390","2,104","6,692", 3.51 ,92.38,83.65,91%,-8.73,26.25,10.63,-15.62,118.63,5.20%,"$9,257,447","$3,829","$4,400"
2,11000,2014,Trauma,Calendar Days,52.78,705,14,0, 51.41 ,8.82,9.05,103%,0.23,1.05,1.15,0.10,9.87,0.03%,"$740,230","$55,374","$53,953"
2,11000,2016,Clinics,Visits,2.07,585,253,523, 2.31 ,7.31,6.53,89%,-0.78,1.99,0.54,-1.45,9.30,0.03%,"$697,924","$2,465","$2,760"
2,11000,2017,Family Planning Clinic,Visits,1.86,91,146,271, 0.62 ,1.14,3.39,298%,2.26,0.60,0.42,-0.18,1.74,0.00%,"$130,219","$2,662",$892
2,11000,2021,Wound Healing Center,Visits,1.39,181,120,166, 1.51 ,2.26,2.08,92%,-0.18,0.48,0.30,-0.18,2.74,0.00%,"$205,744","$1,582","$1,721"
2,11000,2026,Kidney Acquisition,Adult Discharges,0.76,536,809,616, 0.66 ,6.70,7.70,115%,0.99,0.94,0.67,-0.27,7.64,0.00%,"$573,281",$814,$709
2,11000,2027,Cancer Registry,Calendar Days,38.96,543,14,0, 39.57 ,6.79,6.68,98%,-0.11,1.23,0.64,-0.59,8.02,0.00%,"$601,238","$43,142","$43,822"
2,11000,2028,Cardiology,Test/Procedures ,0.61,"1,662","2,881","1,758", 0.58 ,20.77,21.97,106%,1.20,5.40,2.60,-2.80,26.17,4.73%,"$2,036,381",$721,$707
2,11000,2032,Cardiac Cath Lab,Test/Procedures ,8.83,"2,074",280,"2,475", 7.40 ,25.92,30.94,119%,5.01,6.08,5.70,-0.38,32.00,2.38%,"$2,446,642","$10,220","$8,729"
2,11000,2033,Mammography Center,Test/Procedures ,0.62,431,668,412, 0.65 ,5.39,5.15,95%,-0.24,0.93,0.37,-0.56,6.32,0.24%,"$474,979",$677,$711
2,11000,2036,Ophthalmic Service,Test/Procedures ,1.59,178,86,137, 2.06 ,2.22,1.71,77%,-0.51,0.04,0.41,0.37,2.26,0.00%,"$169,519","$1,513","$1,966"
2,11000,2038,Physical Medicine,Test/Procedures ,0.04,"1,620","36,147","1,569", 0.04 ,20.25,19.61,97%,-0.65,2.07,2.80,0.73,22.32,8.75%,"$1,807,124",$45,$50
2,11000,2045,Cardiac Rehabilitation,Test/Procedures ,1.22,123,122,148, 1.01 ,1.53,1.85,121%,0.32,0.08,0.27,0.19,1.61,0.00%,"$121,069","$1,203",$996
2,11000,2047,Respiratory Therapy,Weighted Procedures,0.55,"2,373","4,917","2,704", 0.48 ,29.67,33.80,114%,4.14,5.79,5.54,-0.25,35.46,0.55%,"$2,671,536",$616,$543
2,11000,2048,Pulmonary-Cardio,Test/Procedures ,1.34,169,144,193, 1.17 ,2.11,2.42,114%,0.30,0.14,0.17,0.03,2.25,0.27%,"$169,416","$1,342","$1,176"
2,11000,2051,Sleep Study,Test/Procedures ,9.48,402,60,567, 6.72 ,5.02,7.08,141%,2.06,1.61,0.78,-0.83,6.63,0.00%,"$497,213","$11,738","$8,317"
2,11000,2052,Neurology,Test/Procedures ,1.84,105,59,108, 1.79 ,1.32,1.35,103%,0.04,0.00,0.05,0.05,1.32,2.79%,"$101,522","$1,725","$1,727"
2,11000,2054,Central Sterile Supply,Adult Discharges,2.06,"1,784",809,"1,663", 2.21 ,22.30,20.79,93%,-1.51,1.88,1.74,-0.14,24.18,20.52%,"$2,156,548","$2,091","$2,667"
2,11000,2055,Pharmacy,Total Adult Days,1.10,"3,916","3,501","3,851", 1.12 ,48.94,48.13,98%,-0.81,7.97,4.99,-2.98,56.91,2.05%,"$4,343,832","$1,199","$1,241"
2,11000,2057,General Radiology,Calendar Days,47.09,618,14,0, 45.05 ,7.73,8.08,105%,0.35,1.93,1.56,-0.37,9.66,2.25%,"$737,306","$55,171","$53,739"
2,11000,2058,Diagnostic Radiology,Test/Procedures ,0.72,"1,911","2,816","2,027", 0.68 ,23.89,25.34,106%,1.45,4.09,3.02,-1.07,27.98,5.31%,"$2,193,638",$791,$779
2,11000,2059,CAT Scan,Test/Procedures ,0.87,"1,292","1,583","1,373", 0.82 ,16.15,17.16,106%,1.01,2.91,1.72,-1.19,19.06,7.38%,"$1,518,734",$960,$960
2,11000,2060,Ultrasound,Test/Procedures ,1.16,924,904,"1,048", 1.02 ,11.55,13.10,113%,1.55,0.93,1.46,0.53,12.48,3.14%,"$963,564","$1,175","$1,066"
2,11000,2061,Radiology Special,Test/Procedures ,5.80,"1,021",140,813, 7.29 ,12.77,10.16,80%,-2.61,0.81,1.01,0.20,13.58,11.96%,"$1,132,822","$5,782","$8,084"
2,11000,2063,Nuclear Medicine,Test/Procedures ,0.00,0,0,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
2,11000,2064,Radiation Therapy,Weighted Procedures,1.61,"1,023",525,846, 1.95 ,12.79,10.58,83%,-2.21,2.82,2.38,-0.44,15.61,0.18%,"$1,172,594","$1,843","$2,233"
2,11000,2066,MRI Center,Test/Procedures ,1.40,449,428,598, 1.05 ,5.62,7.47,133%,1.86,0.62,1.17,0.55,6.24,5.30%,"$490,092","$1,453","$1,144"
2,11000,2078,Endoscopy,Test/Procedures ,4.93,"1,287",244,"1,203", 5.27 ,16.08,15.04,93%,-1.05,2.88,1.96,-0.92,18.96,2.34%,"$1,450,572","$5,449","$5,944"
2,11000,2112,OP Admin. Radiology Clerical,Total Radiology LP,0.13,79,"1,095",137, 0.07 ,0.98,1.72,175%,0.74,0.00,0.07,0.07,0.98,0.31%,"$73,955",$118,$68
2,11000,2113,OP Diagnostic Radiology,Test/Procedures ,0.80,117,310,247, 0.38 ,1.46,3.09,211%,1.62,0.51,0.10,-0.41,1.97,0.00%,"$147,806","$1,008",$477
2,11000,2114,OP Cat Scan,Test/Procedures ,0.81,53,111,90, 0.48 ,0.66,1.12,169%,0.46,0.14,0.09,-0.05,0.80,0.00%,"$60,338",$919,$545
2,11000,2115,OP Ultrasound,Test/Procedures ,0.74,172,312,230, 0.55 ,2.15,2.87,134%,0.73,0.59,0.46,-0.13,2.74,0.00%,"$205,256",$882,$659
2,11000,2117,Breast Diagnostic Services,Test/Procedures ,0.46,292,363,167, 0.81 ,3.65,2.09,57%,-1.56,0.05,0.30,0.25,3.70,1.08%,"$280,481",$437,$774
2,11000,2121,Sleep StudyAmbulatory,Test/Procedures ,0.00,0,0,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
2,11000,2131,Diabetes Management Program,Test/Procedures ,1.20,158,188,226, 0.84 ,1.98,2.82,143%,0.85,0.00,0.19,0.19,1.98,0.62%,"$149,062","$1,125",$792
2,11000,2135,Outpatient P M and R,Test/Procedures ,0.04,855,"27,465","1,054", 0.03 ,10.69,13.17,123%,2.49,0.80,1.29,0.49,11.49,0.29%,"$863,961",$39,$31
2,11000,2136,Pre-Admission Testing,Adult Discharges,0.88,525,809,709, 0.65 ,6.56,8.86,135%,2.30,1.26,1.11,-0.15,7.82,1.10%,"$591,885",$980,$732
2,11000,2156,OP Rehab Service at SJU,Test/Procedures ,0.14,274,0,0, 0.00 ,3.43,0.00,0%,-3.43,1.47,0.60,-0.87,4.90,0.00%,"$367,500",$0,$0
2,11000,4000,Nursing Administration,Calendar Days,65.64,"1,026",14,0, 74.80 ,12.83,11.26,88%,-1.57,2.26,1.79,-0.47,15.09,1.03%,"$1,141,614","$72,375","$83,208"
2,11000,4002,Staff Development,Calendar Days,51.62,636,14,0, 46.37 ,7.95,8.85,111%,0.90,3.70,1.71,-1.99,11.65,0.00%,"$873,994","$70,913","$63,702"
2,11000,4003,Central Transport,Discharges/100,157.90,"1,176",8,"1,276", 145.61 ,14.71,15.95,108%,1.24,1.37,1.29,-0.08,16.08,8.84%,"$1,303,227","$161,822","$161,290"
2,11000,4004,Nurse Residents,Calendar Days,0.39,0,14,0, 0.00 ,0.00,0.07,0%,0.07,0.54,0.36,-0.18,0.54,0.00%,"$40,500",$0,"$2,952"
2,11000,4005,Staffing Office,Calendar Days,14.60,175,14,0, 12.79 ,2.19,2.50,114%,0.31,0.59,0.22,-0.37,2.78,10.57%,"$226,094","$17,371","$16,479"
2,11000,4010,Division of OB/GYN,Calendar Days,16.56,246,14,0, 17.95 ,3.08,2.84,92%,-0.24,0.36,0.24,-0.12,3.44,0.18%,"$258,243","$17,341","$18,822"
2,11000,4013,Division of Surgery,Calendar Days,58.47,830,14,0, 60.46 ,10.37,10.03,97%,-0.34,1.32,0.96,-0.36,11.69,0.55%,"$881,000","$61,790","$64,213"
2,11000,4014,Division of Medicine,Calendar Days,1.11,15,14,0, 1.09 ,0.19,0.19,102%,0.00,0.00,0.00,0.00,0.19,0.00%,"$14,006","$1,044","$1,021"
2,11000,4019,Case Mangement,Calendar Days,146.30,"1,919",14,0, 139.87 ,23.99,25.09,105%,1.10,6.39,1.95,-4.44,30.38,3.30%,"$2,337,688","$173,694","$170,385"
2,11000,4020,Pediatrics / Neonatology Off,Calendar Days,1.24,20,14,0, 1.43 ,0.25,0.21,87%,-0.03,0.00,0.00,0.00,0.25,0.00%,"$18,375","$1,162","$1,339"
2,11000,4022,Admissions,Calendar Days,47.19,524,14,0, 38.20 ,6.55,8.09,124%,1.54,2.32,0.71,-1.61,8.87,0.45%,"$667,503","$59,907","$48,652"
2,11000,4023,Quality Outcomes,Calendar Days,24.75,223,14,0, 16.27 ,2.79,4.24,152%,1.45,0.15,0.60,0.45,2.94,0.00%,"$220,500","$24,450","$16,071"
2,11000,4028,Continuing Medical Education,Calendar Days,4.92,71,14,0, 5.14 ,0.88,0.84,96%,-0.04,0.10,0.16,0.06,0.98,0.00%,"$73,650","$5,136","$5,368"
2,11000,4030,Food Service,Total Adjusted Adult Days,1.26,"6,196","5,073","6,392", 1.22 ,77.45,79.90,103%,2.45,8.53,11.05,2.52,85.98,3.33%,"$6,642,010","$1,311","$1,309"
2,11000,4033,Housekeeping,1000 Net Square Feet Cleaned,0.00,0,0,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
2,11000,4034,Laundry,100 Adjusted Discharges,22.34,199,12,272, 16.31 ,2.48,3.40,137%,0.92,1.19,0.50,-0.69,3.67,3.17%,"$281,435","$30,978","$23,106"
2,11000,4046,Security,1000 Sq Ft Patrolled,20.68,"2,021",95,"1,962", 21.31 ,25.26,24.52,97%,-0.74,2.17,3.26,1.09,27.43,3.13%,"$2,116,661","$21,053","$22,314"
2,11000,4047,Safety,Calendar Days,0.00,0,14,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
2,11000,4067,Business Office,Calendar Days,19.79,276,14,0, 20.09 ,3.45,3.39,98%,-0.05,0.57,0.45,-0.12,4.02,2.36%,"$307,254","$21,619","$22,395"
2,11000,4068,OP Registration and Admin.,Calendar Days,175.30,"2,446",14,0, 178.25 ,30.57,30.06,98%,-0.51,3.40,3.82,0.42,33.97,0.38%,"$2,556,423","$182,620","$186,328"
2,11000,4073,Cashiering,Calendar Days,9.83,125,14,0, 9.14 ,1.57,1.69,107%,0.12,0.39,0.18,-0.21,1.96,0.00%,"$146,850","$11,505","$10,703"
2,11000,4098,Executive Office,Calendar Days,19.75,246,14,0, 17.90 ,3.07,3.39,110%,0.32,0.49,0.58,0.09,3.56,0.00%,"$267,028","$21,468","$19,463"
2,11000,4099,Administration,Calendar Days,10.02,162,14,0, 11.84 ,2.03,1.72,85%,-0.31,0.10,0.05,-0.05,2.13,5.61%,"$168,333","$9,854","$12,269"
2,11000,4103,Quality Management,Calendar Days,5.04,78,14,0, 5.71 ,0.98,0.86,88%,-0.12,0.00,0.27,0.27,0.98,0.00%,"$73,500","$4,726","$5,357"
2,11000,4108,Marketing,Calendar Days,0.00,0,14,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
2,11000,4109,Development,Calendar Days,15.41,326,14,0, 23.73 ,4.07,2.64,65%,-1.43,0.29,0.30,0.01,4.36,0.00%,"$327,000","$15,475","$23,834"
2,11000,4110,Human Resources,Calendar Days,30.12,414,14,0, 30.14 ,5.17,5.16,100%,0.00,1.57,0.38,-1.19,6.74,1.18%,"$510,040","$36,809","$37,175"
2,11000,4122,Supply Chain Management,Calendar Days,119.48,"1,707",14,0, 124.39 ,21.33,20.49,96%,-0.84,0.88,2.78,1.90,22.21,4.03%,"$1,730,409","$116,632","$126,123"
2,11000,4127,Volunteers,Calendar Days,23.60,430,14,0, 31.32 ,5.37,4.05,75%,-1.32,0.14,0.49,0.35,5.51,0.00%,"$413,372","$22,703","$30,129"
2,11000,4131,Risk Management,Calendar Days,9.88,153,14,0, 11.14 ,1.91,1.69,89%,-0.22,0.05,0.05,0.00,1.96,0.00%,"$147,075","$9,506","$10,720"
2,11000,4134,Medical Library,Calendar Days,8.61,122,14,0, 8.86 ,1.52,1.48,97%,-0.04,0.00,0.30,0.30,1.52,0.00%,"$113,925","$8,067","$8,304"
2,11000,4137,Community Services,Calendar Days,21.72,295,14,0, 21.48 ,3.68,3.73,101%,0.04,0.40,0.33,-0.07,4.08,0.00%,"$306,319","$22,576","$22,326"
2,11000,4139,Former Employees,Calendar Days,0.00,0,14,0, 0.00 ,0.00,0.00,0%,0.00,0.88,0.00,-0.88,0.88,0.00%,"$66,000",$0,"$4,810"
2,11000,4155,Service Center,Calendar Days,13.93,179,14,0, 13.04 ,2.24,2.39,107%,0.15,0.29,0.02,-0.27,2.53,0.24%,"$189,828","$14,758","$13,836"
2,11000,4159,Transfer Center,Calendar Days,6.91,203,14,0, 14.82 ,2.54,1.19,47%,-1.36,0.10,0.00,-0.10,2.64,1.39%,"$200,795","$6,734","$14,635"
2,11000,4161,Heart Failure and Transplant,Calendar Days,17.66,274,14,0, 20.00 ,3.43,3.03,88%,-0.40,0.00,0.69,0.69,3.43,0.00%,"$257,250","$16,553","$18,750"
2,11000,4164,Simulation Lab,Calendar Days,0.57,8,14,0, 0.57 ,0.10,0.10,100%,0.00,0.00,0.00,0.00,0.10,0.00%,"$7,350",$536,$536
2,11000,4167,Hospitality,Calendar Days,35.64,481,14,0, 35.04 ,6.01,6.11,102%,0.10,0.02,0.52,0.50,6.03,0.00%,"$452,147","$33,524","$32,955"
2,11000,4174,Annenberg Conference Center,Calendar Days,4.81,55,14,0, 4.00 ,0.69,0.83,120%,0.14,0.29,0.10,-0.19,0.98,0.00%,"$73,200","$6,420","$5,335"
2,11000,4205,OR Scheduling,Calendar Days,19.15,212,14,0, 15.46 ,2.65,3.28,124%,0.63,0.29,0.14,-0.15,2.94,0.00%,"$220,659","$19,921","$16,083"
2,11000,4209,Development Capital Campaign,Calendar Days,6.52,0,14,0, 0.00 ,0.00,1.12,0%,1.12,0.00,0.32,0.32,0.00,0.00%,#DIV/0!,$0,$0
2,11000,4211,Integrative Therapy,Calendar Days,0.00,41,14,0, 3.00 ,0.51,0.00,0%,-0.51,0.00,0.00,0.00,0.51,10.12%,"$42,492",$0,"$3,097"
2,11000,4250,JLL Maintenance,1000 Net Square Feet Maintained,51.93,"2,292",41,"2,109", 56.44 ,28.65,26.36,92%,-2.29,2.39,4.46,2.07,31.04,4.93%,"$2,434,202","$52,745","$59,941"
2,11000,4401,Interns and Residents,Calendar Days,9.91,240,14,0, 17.52 ,3.00,1.70,57%,-1.30,0.00,0.03,0.03,3.00,0.10%,"$225,548","$9,289","$16,439"
2,11000,4402,Internal Medicine Residents,Calendar Days,319.75,"4,657",14,0, 339.41 ,58.21,54.84,94%,-3.37,0.00,0.23,0.23,58.21,0.15%,"$4,372,106","$299,768","$318,667"
2,11000,4403,Nephrology Fellows,Calendar Days,6.85,78,14,0, 5.71 ,0.98,1.17,120%,0.19,0.00,0.00,0.00,0.98,0.00%,"$73,500","$6,423","$5,357"
2,11000,4404,Cardiovascular Fellows,Calendar Days,74.85,"1,035",14,0, 75.46 ,12.94,12.84,99%,-0.11,0.00,0.02,0.02,12.94,0.00%,"$970,659","$70,171","$70,748"
2,11000,4405,Interventional Cardio Fellows,Calendar Days,12.00,165,14,0, 12.00 ,2.06,2.06,100%,0.00,0.00,0.00,0.00,2.06,0.00%,"$154,350","$11,250","$11,250"
2,11000,4406,Clinical Cardiac EP Fellows,Calendar Days,6.29,86,14,0, 6.29 ,1.08,1.08,100%,0.00,0.00,0.00,0.00,1.08,0.00%,"$80,850","$5,893","$5,893"
2,11000,4407,Pulm Critical Care Fellows,Calendar Days,34.29,470,14,0, 34.29 ,5.88,5.88,100%,0.00,0.00,0.00,0.00,5.88,0.00%,"$441,000","$32,143","$32,143"
2,11000,4408,Colorectal Surgery Fellows,Calendar Days,6.29,86,14,0, 6.29 ,1.08,1.08,100%,0.00,0.00,0.00,0.00,1.08,0.00%,"$80,850","$5,893","$5,893"
2,11000,4409,Hematology_Oncology Fellows,Calendar Days,35.20,549,14,0, 40.00 ,6.86,6.04,88%,-0.82,0.00,0.18,0.18,6.86,0.00%,"$514,500","$33,004","$37,500"
2,11000,4410,Gastroenterology Fellows,Calendar Days,35.43,486,14,0, 35.43 ,6.08,6.08,100%,0.00,0.00,0.00,0.00,6.08,0.00%,"$455,700","$33,214","$33,214"
2,11000,4411,General Surgery Residents,Calendar Days,95.36,"1,449",14,0, 105.59 ,18.11,16.35,90%,-1.75,0.00,0.18,0.18,18.11,1.23%,"$1,374,905","$89,401","$100,212"
2,11000,4412,Obstetrics Gyn Residents,Calendar Days,98.10,"1,372",14,0, 100.02 ,17.15,16.82,98%,-0.33,0.00,0.44,0.44,17.15,0.00%,"$1,286,475","$91,973","$93,766"
2,11000,4413,Family Medicine Residents,Calendar Days,34.29,470,14,0, 34.29 ,5.88,5.88,100%,0.00,0.00,0.00,0.00,5.88,0.00%,"$441,000","$32,143","$32,143"
2,11000,4414,Inrotator Residents,Calendar Days,0.00,4,14,0, 0.29 ,0.05,0.00,0%,-0.05,0.00,0.00,0.00,0.05,0.00%,"$3,675",$0,$268
2,12000,1003,Delivery Rooms,Equivalent Patient Days,20.17,"4,410",208,"4,190", 21.23 ,55.13,52.38,95%,-2.75,8.44,10.76,2.32,63.57,0.28%,"$4,779,387","$21,803","$23,004"
2,12000,1005,Perinatal Testing Center,Test/Procedures ,0.81,337,375,304, 0.90 ,4.22,3.80,90%,-0.41,0.82,1.07,0.25,5.04,0.00%,"$377,775",$908,"$1,006"
2,12000,1007,Intensive Care Nursery,Equivalent Patient Days,17.19,632,27,472, 23.04 ,7.90,5.90,75%,-2.01,0.85,0.54,-0.31,8.75,0.00%,"$656,569","$17,847","$23,927"
2,12000,1013,Cardiac Thoracic ICU,Equivalent Patient Days,18.64,"2,654",163,"3,032", 16.32 ,33.18,37.90,114%,4.72,5.95,8.89,2.94,39.13,1.17%,"$2,963,900","$20,606","$18,219"
2,12000,1027,3 East,Equivalent Patient Days,9.37,"3,594",430,"4,032", 8.35 ,44.92,50.41,112%,5.48,10.58,10.40,-0.18,55.50,1.56%,"$4,214,978","$10,857","$9,797"
2,12000,1035,Nursing Resource Team,Total Adult Days,0.00,-4,"2,173",0,(0.00),-0.05,0.00,0%,0.05,1.38,0.00,-1.38,1.33,0.00%,"$99,825",$0,$46
2,12000,1037,NPPA,Total Adult Days,0.39,635,"2,173",855, 0.29 ,7.94,10.69,135%,2.75,2.44,1.77,-0.67,10.38,0.00%,"$778,350",$483,$358
2,12000,1048,4 West Surgical,Equivalent Patient Days,7.50,491,55,412, 8.96 ,6.14,5.15,84%,-1.00,0.00,0.00,0.00,6.14,0.40%,"$462,591","$7,031","$8,429"
2,12000,1049,One on One Staffing,Total Adult Days,0.20,"1,006","2,173",443, 0.46 ,12.58,5.54,44%,-7.04,0.00,0.37,0.37,12.58,35.89%,"$1,281,864",$191,$590
2,12000,1051,IV Team,Total Adult Days,0.21,375,"2,173",450, 0.17 ,4.68,5.62,120%,0.94,1.67,0.91,-0.76,6.35,0.19%,"$477,115",$263,$220
2,12000,1052,Monitor Techs,Calendar Days,49.06,853,14,0, 62.21 ,10.67,8.41,79%,-2.25,3.86,1.93,-1.93,14.53,5.40%,"$1,132,828","$62,638","$82,568"
2,12000,1054,PCP 3A,Equivalent Patient Days,9.62,"3,543",398,"3,828", 8.91 ,44.29,47.85,108%,3.56,9.69,9.92,0.23,53.98,3.01%,"$4,148,816","$10,993","$10,427"
2,12000,1055,PCP 4A,Equivalent Patient Days,9.27,"3,354",395,"3,662", 8.49 ,41.92,45.78,109%,3.86,5.92,5.24,-0.68,47.84,6.31%,"$3,786,435","$9,921","$9,587"
2,12000,1056,PCP 4B,Equivalent Patient Days,8.52,"2,724",333,"2,840", 8.17 ,34.05,35.50,104%,1.45,6.99,7.35,0.36,41.04,1.27%,"$3,110,078","$9,630","$9,334"
2,12000,1057,PCU,Equivalent Patient Days,11.70,"1,971",173,"2,030", 11.36 ,24.63,25.38,103%,0.74,5.56,4.93,-0.63,30.19,4.19%,"$2,341,769","$13,448","$13,500"
2,12000,2005,Operating Room,OR Hours,7.56,"4,310",569,"4,306", 7.57 ,53.88,53.82,100%,-0.06,8.23,10.59,2.36,62.11,8.97%,"$5,020,520","$8,174","$8,819"
2,12000,2006,Recovery Room,PACU Hours,1.46,793,604,884, 1.31 ,9.91,11.05,111%,1.14,1.07,1.83,0.76,10.98,7.03%,"$875,554","$1,519","$1,449"
2,12000,2007,Thoracic and Cardio Surg,Calendar Days,10.92,73,14,0, 5.34 ,0.92,1.87,204%,0.96,0.10,0.20,0.10,1.02,0.00%,"$76,181","$11,352","$5,553"
2,12000,2008,Ambulatory Surgery,Total Adult Days,0.42,864,"2,173",905, 0.40 ,10.80,11.32,105%,0.51,2.14,2.16,0.02,12.94,0.02%,"$971,029",$468,$447
2,12000,2011,E/R Registration,ER Visits,0.53,773,"1,419",748, 0.54 ,9.66,9.35,97%,-0.31,1.53,0.64,-0.89,11.19,4.52%,"$871,909",$573,$614
2,12000,2012,Emergency Room,ER Visits,2.77,"4,263","1,419","3,925", 3.00 ,53.28,49.06,92%,-4.22,11.02,9.49,-1.53,64.30,1.25%,"$4,872,661","$3,129","$3,434"
2,12000,2014,Trauma,Calendar Days,28.82,294,14,0, 21.43 ,3.68,4.94,134%,1.27,1.72,0.33,-1.39,5.40,0.00%,"$404,625","$39,659","$29,492"
2,12000,2021,Wound Healing Center,Visits,1.03,229,257,263, 0.89 ,2.86,3.29,115%,0.43,0.84,0.25,-0.59,3.70,0.25%,"$277,826","$1,244","$1,082"
2,12000,2027,Cancer Registry,Calendar Days,9.31,154,14,0, 11.21 ,1.92,1.60,83%,-0.33,0.04,0.29,0.25,1.96,0.00%,"$147,244","$8,905","$10,732"
2,12000,2028,Cardiology,Test/Procedures ,0.31,457,"1,453",451, 0.31 ,5.71,5.63,99%,-0.08,0.25,0.98,0.73,5.96,1.59%,"$453,933",$303,$312
2,12000,2032,Cardiac Cath Lab,Test/Procedures ,9.15,"1,336",170,"1,551", 7.88 ,16.70,19.39,116%,2.69,3.35,1.67,-1.68,20.05,1.16%,"$1,518,045","$10,299","$8,954"
2,12000,2033,Mammography Center,Test/Procedures ,0.41,316,926,383, 0.34 ,3.95,4.79,121%,0.84,1.63,0.79,-0.84,5.58,0.33%,"$419,758",$548,$453
2,12000,2038,Physical Medicine,Test/Procedures ,0.04,"1,302","28,278","1,250", 0.05 ,16.28,15.62,96%,-0.66,1.96,1.93,-0.03,18.24,2.96%,"$1,404,108",$46,$50
2,12000,2045,Cardiac Rehabilitation,Test/Procedures ,1.37,159,135,185, 1.18 ,1.99,2.32,116%,0.33,0.70,0.85,0.15,2.69,0.00%,"$201,797","$1,736","$1,492"
2,12000,2047,Respiratory Therapy,Weighted Procedures,0.62,"1,291","1,842","1,142", 0.70 ,16.13,14.28,88%,-1.86,2.48,1.84,-0.64,18.61,8.33%,"$1,496,744",$671,$812
2,12000,2048,Pulmonary-Cardio,Test/Procedures ,1.00,186,125,125, 1.48 ,2.33,1.57,67%,-0.76,0.52,0.11,-0.41,2.85,0.00%,"$213,563","$1,146","$1,703"
2,12000,2051,Sleep Study,Test/Procedures ,8.96,549,61,544, 9.03 ,6.86,6.81,99%,-0.05,0.20,0.51,0.31,7.06,0.09%,"$529,947","$8,645","$8,722"
2,12000,2052,Neurology,Test/Procedures ,2.22,313,169,374, 1.86 ,3.92,4.68,119%,0.76,0.53,0.68,0.15,4.45,1.17%,"$336,962","$2,363","$1,999"
2,12000,2054,Central Sterile Supply,Adult Discharges,2.90,"1,384",608,"1,760", 2.28 ,17.30,22.00,127%,4.71,1.33,1.09,-0.24,18.63,14.28%,"$1,582,338","$2,925","$2,604"
2,12000,2055,Pharmacy,Total Adult Days,1.43,"2,853","2,173","3,114", 1.31 ,35.66,38.93,109%,3.27,3.76,5.26,1.50,39.42,5.17%,"$3,094,664","$1,486","$1,424"
2,12000,2057,General Radiology,Calendar Days,31.57,364,14,0, 26.50 ,4.54,5.41,119%,0.87,0.38,0.84,0.46,4.92,0.19%,"$369,992","$32,076","$26,967"
2,12000,2058,Diagnostic Radiology,Test/Procedures ,0.73,"1,289","1,775","1,296", 0.73 ,16.11,16.19,101%,0.09,2.13,2.71,0.58,18.24,0.86%,"$1,378,251",$775,$777
2,12000,2059,CAT Scan,Test/Procedures ,0.66,864,"1,413",926, 0.61 ,10.80,11.58,107%,0.78,1.60,2.04,0.44,12.40,3.11%,"$954,839",$705,$676
2,12000,2060,Ultrasound,Test/Procedures ,0.80,565,720,576, 0.78 ,7.06,7.20,102%,0.14,1.18,0.24,-0.94,8.24,6.32%,"$651,396",$875,$904
2,12000,2061,Radiology Special,Test/Procedures ,5.65,633,108,609, 5.87 ,7.91,7.61,96%,-0.29,1.63,1.70,0.07,9.54,4.65%,"$742,904","$6,389","$6,892"
2,12000,2063,Nuclear Medicine,Test/Procedures ,2.30,186,76,176, 2.43 ,2.32,2.20,95%,-0.13,0.00,0.25,0.25,2.32,2.24%,"$178,242","$2,157","$2,332"
2,12000,2064,Radiation Therapy,Weighted Procedures,1.87,580,443,826, 1.31 ,7.25,10.33,143%,3.08,3.14,0.67,-2.47,10.39,1.62%,"$787,988","$2,509","$1,781"
2,12000,2065,Oncology,Test/Procedures ,3.93,636,245,964, 2.60 ,7.95,12.05,151%,4.10,4.64,1.64,-3.00,12.59,0.39%,"$946,815","$5,840","$3,865"
2,12000,2066,MRI Center,Test/Procedures ,1.98,221,116,229, 1.91 ,2.76,2.86,104%,0.11,1.80,0.37,-1.43,4.56,13.84%,"$370,593","$3,070","$3,205"
2,12000,2078,Endoscopy,Test/Procedures ,4.70,555,109,511, 5.10 ,6.93,6.39,92%,-0.54,2.08,2.04,-0.04,9.01,0.58%,"$679,007","$5,728","$6,242"
